Start Date,Start Date,Start Time,Distance,Duration,W° of Start,N° of Start,W° of Finish,N° of Finish
Tuesday,23-4-2019,18:27,1.93,0:09,-85.43717,31.25027,-85.43716,31.25019
Wednesday,24-4-2019,9:05,5.72,0:10,-85.4354,31.252,-85.46871,31.31481
Wednesday,24-4-2019,11:21,6.94,0:21,-85.46871,31.31481,-85.38277,31.26961
Wednesday,24-4-2019,15:31,0.16,0:05,-85.38277,31.26961,-85.38069,31.26967
Wednesday,24-4-2019,16:53,4.49,0:08,-85.38044,31.26966,-85.43715,31.25026
Wednesday,24-4-2019,18:22,0.8,0:02,-85.43667,31.25006,-85.43478,31.2394
Wednesday,24-4-2019,19:38,0.83,0:03,-85.43519,31.23993,-85.43719,31.25024
Thursday,25-4-2019,8:02,2.07,0:09,-85.43699,31.25052,-85.41604,31.2346
Thursday,25-4-2019,9:24,2.06,0:05,-85.41604,31.2346,-85.43727,31.2499
Thursday,25-4-2019,10:44,4.56,0:09,-85.43727,31.2499,-85.38277,31.26958
Thursday,25-4-2019,14:26,6.38,0:17,-85.38283,31.26974,-85.43574,31.2608
Thursday,25-4-2019,14:50,0.9,0:05,-85.43565,31.26065,-85.43721,31.25026
Sunday,28-4-2019,8:59,0.87,0:03,-85.4369,31.24703,-85.43672,31.2399
Sunday,28-4-2019,11:25,0.8,0:05,-85.43664,31.23988,-85.43248,31.23102
Sunday,28-4-2019,12:29,1.79,0:04,-85.43267,31.23101,-85.43717,31.25027
Sunday,28-4-2019,17:42,0.8,0:04,-85.43717,31.25027,-85.43526,31.23972
Sunday,28-4-2019,18:56,0.83,0:04,-85.43536,31.2395,-85.43714,31.25023
Monday,29-4-2019,7:23,8.44,0:16,-85.43714,31.25023,-85.46837,31.31469
Monday,29-4-2019,9:21,5.67,0:10,-85.46812,31.31402,-85.43731,31.2499
Monday,29-4-2019,11:19,4.56,0:11,-85.43704,31.24971,-85.38283,31.2696
Monday,29-4-2019,15:11,4.58,0:08,-85.38283,31.2696,-85.43718,31.25025
Tuesday,30-4-2019,11:41,4.56,0:09,-85.43697,31.25005,-85.38275,31.26951
Tuesday,30-4-2019,17:42,4.58,0:08,-85.38275,31.26951,-85.43722,31.25031
Tuesday,30-4-2019,18:50,4.55,0:07,-85.43682,31.25031,-85.38275,31.26971
Tuesday,30-4-2019,21:36,5.26,0:09,-85.38259,31.26987,-85.43718,31.25026
