Start Date,Start Date,Start Time,Distance,Duration,W° of Start,N° of Start,W° of Finish,N° of Finish
Thursday,29-11-2018,12:24,1.47,0:14,-85.44784,31.3047,-85.46497,31.31437
Thursday,29-11-2018,13:45,6.77,0:38,-85.46485,31.3144,-85.38276,31.26959
Thursday,29-11-2018,16:52,4.59,0:10,-85.38254,31.26972,-85.43721,31.25026
Friday,30-11-2018,14:01,4.57,0:09,-85.43713,31.25023,-85.38276,31.26965
Friday,30-11-2018,15:14,7.08,0:26,-85.38266,31.26962,-85.43732,31.24979
Friday,30-11-2018,15:58,2.51,0:10,-85.43732,31.24979,-85.41309,31.23025
Friday,30-11-2018,16:20,2.65,0:08,-85.41309,31.23025,-85.43731,31.24988
Friday,30-11-2018,18:20,2.54,0:09,-85.43654,31.24947,-85.4102,31.23129
Friday,30-11-2018,21:34,2.53,0:05,-85.4102,31.23129,-85.43715,31.25022
Saturday,1-12-2018,18:07,2.51,0:09,-85.43715,31.25022,-85.41321,31.2302
Saturday,1-12-2018,18:19,0.26,0:02,-85.41321,31.2302,-85.41095,31.23199
Saturday,1-12-2018,18:30,4.23,0:11,-85.41095,31.23199,-85.39012,31.21153
Saturday,1-12-2018,19:42,0.81,0:04,-85.38995,31.21158,-85.39153,31.22197
Saturday,1-12-2018,20:42,14.05,0:36,-85.39156,31.22172,-85.41098,31.23201
Saturday,1-12-2018,21:25,2.52,0:06,-85.41081,31.23219,-85.43718,31.25026
Sunday,2-12-2018,9:04,0.99,0:04,-85.43718,31.25026,-85.43677,31.24006
Sunday,2-12-2018,11:16,0.92,0:05,-85.43677,31.24006,-85.43728,31.24983
Sunday,2-12-2018,16:51,0.87,0:03,-85.43728,31.24983,-85.43667,31.23973
Sunday,2-12-2018,19:58,0.89,0:05,-85.43665,31.23973,-85.43743,31.2498
Sunday,2-12-2018,20:06,0.08,0:00,-85.43698,31.24966,-85.43671,31.25038
Sunday,2-12-2018,20:11,0.12,0:01,-85.43677,31.2504,-85.43719,31.25023
Monday,3-12-2018,7:31,5.53,0:15,-85.43719,31.25023,-85.46533,31.31449
Monday,3-12-2018,11:25,6.92,0:14,-85.46533,31.31449,-85.43399,31.22878
Monday,3-12-2018,11:47,0.09,0:01,-85.43399,31.22878,-85.43417,31.22988
Monday,3-12-2018,11:51,1.41,0:03,-85.43417,31.22988,-85.43733,31.24991
Monday,3-12-2018,12:29,5.53,0:13,-85.43682,31.24962,-85.46512,31.3145
Monday,3-12-2018,13:37,6.77,0:12,-85.46504,31.31446,-85.3828,31.26959
Monday,3-12-2018,16:47,4.58,0:08,-85.3828,31.26959,-85.43718,31.25026
Tuesday,4-12-2018,7:34,4.45,0:12,-85.43684,31.24987,-85.38105,31.26946
Tuesday,4-12-2018,12:18,6.67,0:10,-85.38091,31.26946,-85.46529,31.31445
Tuesday,4-12-2018,13:34,6.79,0:14,-85.46529,31.31445,-85.38275,31.26959
Tuesday,4-12-2018,16:12,4.58,0:08,-85.38259,31.26994,-85.43718,31.25027
Tuesday,4-12-2018,16:43,3.4,0:14,-85.43685,31.25006,-85.43716,31.25024
Tuesday,4-12-2018,18:27,4.56,0:10,-85.43611,31.24893,-85.38104,31.26924
Tuesday,4-12-2018,20:24,4.5,0:10,-85.38104,31.26924,-85.43719,31.25023
Wednesday,5-12-2018,8:21,5.54,0:18,-85.43702,31.2501,-85.46527,31.31457
Wednesday,5-12-2018,13:40,6.79,0:42,-85.46527,31.31457,-85.38276,31.26957
Wednesday,5-12-2018,15:16,4.59,0:07,-85.38276,31.26957,-85.4372,31.25024
Wednesday,5-12-2018,17:27,0.8,0:04,-85.43689,31.25001,-85.43504,31.23963
Wednesday,5-12-2018,19:32,0.83,0:02,-85.43529,31.23963,-85.43715,31.25043
Wednesday,5-12-2018,20:14,2.55,0:06,-85.43691,31.24978,-85.41095,31.23212
Wednesday,5-12-2018,20:48,2.51,0:12,-85.41095,31.23212,-85.43716,31.25022
Thursday,6-12-2018,7:40,5.58,0:15,-85.43716,31.25022,-85.46493,31.31442
Thursday,6-12-2018,10:47,5.49,0:12,-85.46493,31.31442,-85.43734,31.24992
Thursday,6-12-2018,12:28,5.54,0:13,-85.43731,31.24986,-85.46538,31.31448
Thursday,6-12-2018,13:45,6.79,0:16,-85.46538,31.31448,-85.38279,31.26951
Thursday,6-12-2018,14:28,4.58,0:09,-85.38253,31.26994,-85.4372,31.25025
Friday,7-12-2018,15:19,1.68,0:12,-85.43672,31.24967,-85.44747,31.2667
Friday,7-12-2018,15:46,1.94,0:06,-85.44759,31.26654,-85.43721,31.25026
Sunday,9-12-2018,8:59,0.99,0:03,-85.43696,31.24994,-85.4368,31.24014
Sunday,9-12-2018,11:23,1.01,0:13,-85.43678,31.24008,-85.42897,31.24562
Sunday,9-12-2018,11:41,0.94,0:06,-85.42897,31.24562,-85.42759,31.24553
Sunday,9-12-2018,12:14,1.32,0:04,-85.42759,31.24553,-85.43719,31.25029
Sunday,9-12-2018,19:31,0.65,0:02,-85.43719,31.25029,-85.43445,31.25768
Sunday,9-12-2018,19:44,0.75,0:02,-85.43445,31.25775,-85.43719,31.25022
Tuesday,11-12-2018,7:41,5.52,0:10,-85.43679,31.24969,-85.46496,31.31444
Tuesday,11-12-2018,14:26,7.26,0:11,-85.46486,31.31437,-85.38276,31.26954
Tuesday,11-12-2018,15:29,4.59,0:08,-85.38276,31.26954,-85.43708,31.25032
Wednesday,12-12-2018,8:39,5.54,0:09,-85.43694,31.25004,-85.46527,31.31464
Wednesday,12-12-2018,11:55,8.27,0:16,-85.46523,31.31463,-85.4373,31.2499
Wednesday,12-12-2018,14:04,4.58,0:09,-85.4373,31.2499,-85.38279,31.26945
Wednesday,12-12-2018,15:21,0.18,0:01,-85.38259,31.26957,-85.38254,31.26709
Wednesday,12-12-2018,16:27,4.75,0:07,-85.3827,31.26694,-85.43732,31.24989
Wednesday,12-12-2018,19:31,0.84,0:03,-85.43529,31.23971,-85.43718,31.25013
Thursday,13-12-2018,12:46,4.51,0:09,-85.43724,31.25029,-85.38054,31.26784
Thursday,13-12-2018,14:21,0.31,0:01,-85.38039,31.26805,-85.38278,31.26958
Thursday,13-12-2018,15:14,4.6,0:09,-85.38277,31.26956,-85.43722,31.25029
Friday,14-12-2018,8:47,4.46,0:10,-85.43722,31.25029,-85.38105,31.26945
Friday,14-12-2018,11:47,4.49,0:10,-85.38094,31.26986,-85.43719,31.25028
Friday,14-12-2018,12:38,0.88,0:03,-85.43719,31.25028,-85.43586,31.2397
Friday,14-12-2018,13:13,2.61,0:06,-85.43586,31.2397,-85.46149,31.23864
Friday,14-12-2018,13:29,2.39,0:09,-85.46153,31.2387,-85.4372,31.25028
Sunday,16-12-2018,8:59,0.99,0:04,-85.43721,31.25013,-85.43674,31.24011
Sunday,16-12-2018,11:18,0.95,0:03,-85.43685,31.23993,-85.43719,31.25025
Monday,17-12-2018,12:03,4.52,0:09,-85.43717,31.25033,-85.38054,31.26778
Monday,17-12-2018,12:20,0.32,0:02,-85.38054,31.26778,-85.38278,31.26954
Monday,17-12-2018,15:14,5.15,0:17,-85.38273,31.26952,-85.44659,31.26701
Monday,17-12-2018,15:40,1.7,0:07,-85.44659,31.26701,-85.43719,31.25022
Tuesday,18-12-2018,13:22,5.55,0:12,-85.43714,31.25024,-85.46514,31.31467
Tuesday,18-12-2018,13:38,11.64,0:36,-85.46516,31.31468,-85.44035,31.26686
Tuesday,18-12-2018,14:29,0.17,0:01,-85.44035,31.26686,-85.44195,31.26573
Tuesday,18-12-2018,14:33,1.47,0:04,-85.44195,31.26573,-85.43719,31.2503
Tuesday,18-12-2018,16:09,1.85,0:07,-85.43666,31.24973,-85.42158,31.23258
Tuesday,18-12-2018,16:29,4.22,0:14,-85.4218,31.23254,-85.41207,31.20677
Tuesday,18-12-2018,17:06,4.22,0:18,-85.41207,31.20677,-85.43719,31.25023
Wednesday,19-12-2018,9:29,2.28,0:08,-85.43719,31.25023,-85.43124,31.21931
Wednesday,19-12-2018,9:49,2.27,0:10,-85.43124,31.21931,-85.43718,31.25027
Thursday,27-12-2018,11:23,3.5,0:17,-85.45983,31.23639,-85.42432,31.24637
Thursday,27-12-2018,12:01,1.66,0:05,-85.42432,31.24637,-85.43716,31.25025
Friday,28-12-2018,10:24,0.96,0:02,-85.43716,31.25025,-85.44308,31.24281
Friday,28-12-2018,11:11,0.98,0:05,-85.44308,31.24281,-85.4372,31.25023
Friday,28-12-2018,15:20,0.89,0:04,-85.4372,31.25023,-85.43649,31.24011
Friday,28-12-2018,15:55,2.75,0:13,-85.43649,31.24011,-85.4667,31.23887
Friday,28-12-2018,16:14,2.69,0:08,-85.4667,31.23887,-85.43716,31.25019
Monday,31-12-2018,19:26,11.23,0:27,-85.43716,31.25019,-85.44454,31.24893
Monday,31-12-2018,23:11,1.05,0:03,-85.44454,31.24893,-85.43721,31.25029
Tuesday,1-1-2019,10:46,4.84,0:10,-85.43709,31.25034,-85.49891,31.24286
Tuesday,1-1-2019,11:01,2.55,0:08,-85.49891,31.24286,-85.4625,31.23885
Tuesday,1-1-2019,11:25,2.42,0:05,-85.4625,31.23885,-85.43743,31.24991
Tuesday,1-1-2019,11:33,0.01,0:00,-85.43743,31.24991,-85.43733,31.24985
Tuesday,1-1-2019,14:25,1.33,0:03,-85.43733,31.24985,-85.4537,31.2457
Tuesday,1-1-2019,17:14,1.34,0:04,-85.45336,31.2459,-85.43673,31.25067
Wednesday,2-1-2019,10:00,5.54,0:11,-85.43725,31.25016,-85.46509,31.3147
Wednesday,2-1-2019,10:18,8.79,0:34,-85.46514,31.3147,-85.43719,31.25023
Wednesday,2-1-2019,18:21,0.8,0:02,-85.43719,31.25023,-85.43526,31.23975
Wednesday,2-1-2019,19:36,0.84,0:02,-85.43526,31.23975,-85.4371,31.25023
Thursday,3-1-2019,10:50,4.55,0:09,-85.4371,31.25023,-85.38054,31.26724
Thursday,3-1-2019,11:06,4.57,0:08,-85.38054,31.26724,-85.4372,31.25026
Thursday,3-1-2019,11:49,1.04,0:03,-85.4372,31.25026,-85.43933,31.23983
Thursday,3-1-2019,13:30,1.04,0:06,-85.43935,31.2398,-85.43738,31.2499
Thursday,3-1-2019,13:50,1.09,0:13,-85.43738,31.2499,-85.44856,31.24439
Thursday,3-1-2019,14:07,1.16,0:10,-85.44856,31.24439,-85.4372,31.25026
Friday,4-1-2019,10:32,5.25,0:11,-85.43712,31.25018,-85.49087,31.24315
Friday,4-1-2019,12:11,4.64,0:13,-85.49087,31.24315,-85.43719,31.25022
Saturday,5-1-2019,15:07,1.83,0:06,-85.43697,31.24971,-85.42398,31.25561
Saturday,5-1-2019,16:46,1.33,0:04,-85.42398,31.2557,-85.437,31.25037
Saturday,5-1-2019,18:20,2.55,0:06,-85.43718,31.25024,-85.45123,31.22794
Saturday,5-1-2019,20:46,2.58,0:08,-85.45123,31.22794,-85.43716,31.25025
Sunday,6-1-2019,8:59,0.99,0:04,-85.43712,31.25017,-85.43678,31.2401
Sunday,6-1-2019,11:16,1.17,0:11,-85.43669,31.24014,-85.43153,31.22635
Sunday,6-1-2019,12:01,1.8,0:07,-85.43142,31.22631,-85.43707,31.25024
Sunday,6-1-2019,17:30,2.85,0:17,-85.43707,31.25024,-85.43526,31.23972
Sunday,6-1-2019,18:56,0.84,0:03,-85.43501,31.2393,-85.43718,31.25025
Monday,7-1-2019,8:02,0.93,0:06,-85.43718,31.25025,-85.43407,31.23733
Monday,7-1-2019,9:14,0.94,0:03,-85.43407,31.23733,-85.43721,31.25028
Monday,7-1-2019,10:45,4.56,0:07,-85.43709,31.25012,-85.38278,31.26962
Monday,7-1-2019,15:20,6.45,0:17,-85.38278,31.26962,-85.4372,31.25026
Monday,7-1-2019,16:46,6.25,0:16,-85.4372,31.25026,-85.46677,31.23286
Monday,7-1-2019,17:05,3.07,0:10,-85.46651,31.23306,-85.43721,31.25022
Tuesday,8-1-2019,11:30,4.56,0:09,-85.43694,31.25051,-85.38277,31.2696
Tuesday,8-1-2019,16:20,4.58,0:09,-85.38227,31.27004,-85.43718,31.25028
Tuesday,8-1-2019,17:20,8.7,0:19,-85.43679,31.25082,-85.43722,31.25027
Tuesday,8-1-2019,18:48,4.75,0:13,-85.43722,31.25027,-85.47283,31.25859
Tuesday,8-1-2019,19:03,4.34,0:09,-85.47283,31.25859,-85.43718,31.25025
Wednesday,9-1-2019,9:05,5.49,0:11,-85.43718,31.25025,-85.46482,31.31438
Wednesday,9-1-2019,10:15,5.48,0:11,-85.46472,31.31432,-85.4373,31.2499
Wednesday,9-1-2019,11:38,4.57,0:08,-85.4373,31.2499,-85.38277,31.26964
Wednesday,9-1-2019,15:22,0.16,0:01,-85.38215,31.27006,-85.38085,31.26961
Wednesday,9-1-2019,16:53,4.5,0:09,-85.38064,31.26981,-85.4372,31.25029
Wednesday,9-1-2019,17:38,0.8,0:03,-85.4372,31.25029,-85.43525,31.23974
Wednesday,9-1-2019,19:29,0.84,0:02,-85.43525,31.23974,-85.43721,31.25023
Thursday,10-1-2019,11:28,4.4,0:08,-85.43523,31.25314,-85.38276,31.26958
Thursday,10-1-2019,16:24,0.15,0:00,-85.35435,31.26333,-85.35388,31.26312
Thursday,10-1-2019,16:47,4.47,0:09,-85.3807,31.26963,-85.43719,31.25025
Friday,11-1-2019,10:19,4.56,0:11,-85.43722,31.2503,-85.38276,31.26958
Friday,11-1-2019,15:09,4.59,0:08,-85.38276,31.26958,-85.43719,31.25025
Sunday,13-1-2019,9:07,1,0:03,-85.43671,31.24932,-85.43683,31.23998
Sunday,13-1-2019,11:25,2.7,0:19,-85.43683,31.23998,-85.4372,31.25025
Monday,14-1-2019,7:39,5.53,0:13,-85.4372,31.25025,-85.46517,31.31443
Monday,14-1-2019,10:20,1.36,0:03,-85.46517,31.31443,-85.44761,31.30451
Monday,14-1-2019,10:27,4.16,0:08,-85.44752,31.30439,-85.43735,31.2499
Monday,14-1-2019,11:22,4.76,0:15,-85.43735,31.2499,-85.38273,31.26693
Monday,14-1-2019,11:38,0.2,0:01,-85.38273,31.26693,-85.38281,31.26957
Monday,14-1-2019,15:14,4.59,0:08,-85.38923,31.20907,-85.43716,31.25024
Monday,14-1-2019,17:09,2.05,0:09,-85.43672,31.24991,-85.43696,31.25029
Tuesday,15-1-2019,9:53,1.93,0:04,-85.43681,31.24869,-85.45255,31.23678
Tuesday,15-1-2019,10:51,1.98,0:05,-85.45255,31.23678,-85.4372,31.25027
Tuesday,15-1-2019,11:24,4.57,0:27,-85.43718,31.25019,-85.38276,31.2696
Tuesday,15-1-2019,16:14,9.44,0:24,-85.38276,31.2696,-85.43177,31.25648
Tuesday,15-1-2019,17:13,1.46,0:04,-85.43177,31.25648,-85.43715,31.25021
Wednesday,16-1-2019,7:16,2.21,0:08,-85.43715,31.25021,-85.43717,31.25028
Wednesday,16-1-2019,9:03,5.9,0:11,-85.4369,31.24987,-85.46889,31.31543
Wednesday,16-1-2019,10:33,5.78,0:11,-85.46889,31.31543,-85.4372,31.24983
Wednesday,16-1-2019,11:05,11.72,0:32,-85.4372,31.24983,-85.38285,31.26957
Wednesday,16-1-2019,15:21,0.18,0:08,-85.38285,31.26957,-85.38272,31.26699
Wednesday,16-1-2019,16:49,11.33,0:21,-85.38252,31.26747,-85.43721,31.25028
Wednesday,16-1-2019,19:37,0.83,0:03,-85.43526,31.23961,-85.4372,31.2503
Thursday,17-1-2019,10:27,0.48,0:01,-85.4367,31.24969,-85.43423,31.25465
Thursday,17-1-2019,11:26,4.16,0:07,-85.43421,31.25464,-85.38278,31.26959
Thursday,17-1-2019,16:13,5.13,0:17,-85.38278,31.26959,-85.43721,31.25029
Friday,18-1-2019,11:41,5.88,0:10,-85.43687,31.24988,-85.3828,31.26962
Friday,18-1-2019,15:03,4.58,0:08,-85.3828,31.26962,-85.43721,31.25029
Saturday,19-1-2019,11:04,1.49,0:02,-85.43679,31.24866,-85.43471,31.22886
Saturday,19-1-2019,11:07,3.16,0:06,-85.43486,31.22886,-85.4372,31.25024
Saturday,19-1-2019,12:18,3.3,0:06,-85.4537,31.2457,-85.44754,31.26891
Saturday,19-1-2019,12:43,1.77,0:06,-85.44755,31.2689,-85.43721,31.25026
Saturday,19-1-2019,14:50,2.46,0:06,-85.43691,31.24983,-85.42978,31.2263
Saturday,19-1-2019,15:48,6.47,0:26,-85.42978,31.22597,-85.43729,31.24992
Saturday,19-1-2019,16:20,77.2,1:20,-85.43729,31.24992,-84.69696,30.58135
Saturday,19-1-2019,17:54,30.27,0:40,-84.69674,30.58148,-84.26522,30.43699
Saturday,19-1-2019,21:07,3,0:16,-84.26511,30.43698,-84.28405,30.46311
Saturday,19-1-2019,21:29,80.47,1:13,-84.28405,30.46311,-85.37702,30.79272
Saturday,19-1-2019,22:45,34.28,0:40,-85.37702,30.79272,-85.43716,31.25021
Sunday,20-1-2019,9:03,0.99,0:02,-85.43715,31.25015,-85.43675,31.23999
Sunday,20-1-2019,11:26,0.94,0:04,-85.43701,31.24009,-85.43719,31.25025
Sunday,20-1-2019,14:59,2.47,0:09,-85.43719,31.25025,-85.42974,31.2263
Sunday,20-1-2019,15:53,2.43,0:09,-85.42974,31.2263,-85.43721,31.25027
Sunday,20-1-2019,16:55,11.93,0:16,-85.43721,31.25027,-85.59716,31.21462
Sunday,20-1-2019,18:51,11.25,0:18,-85.59717,31.21445,-85.43719,31.25027
Monday,21-1-2019,12:58,0.55,0:02,-85.43719,31.25027,-85.43376,31.24435
Monday,21-1-2019,15:55,0.55,0:01,-85.43376,31.24435,-85.4373,31.24995
Monday,21-1-2019,16:55,8.7,0:17,-85.43745,31.2498,-85.4373,31.24985
Monday,21-1-2019,17:31,2.94,0:07,-85.4373,31.24985,-85.46009,31.2616
Monday,21-1-2019,18:47,2.97,0:08,-85.45967,31.26187,-85.43718,31.25022
Tuesday,22-1-2019,11:27,4.57,0:12,-85.43718,31.25022,-85.38277,31.26956
Tuesday,22-1-2019,15:22,0.17,0:05,-85.38292,31.26964,-85.38092,31.26949
Tuesday,22-1-2019,16:10,4.49,0:08,-85.38092,31.26949,-85.43722,31.25026
Tuesday,22-1-2019,18:38,1.85,0:08,-85.43712,31.25022,-85.44691,31.26817
Tuesday,22-1-2019,19:31,0.19,0:01,-85.44691,31.26817,-85.44932,31.26873
Tuesday,22-1-2019,22:11,2.19,1:01,-85.44932,31.26873,-85.43718,31.25025
Wednesday,23-1-2019,9:07,5.83,0:11,-85.4369,31.24969,-85.46889,31.3149
Wednesday,23-1-2019,10:30,5.71,0:12,-85.46889,31.3149,-85.43728,31.24989
Wednesday,23-1-2019,11:08,7.63,0:20,-85.43726,31.24966,-85.38276,31.26957
Wednesday,23-1-2019,15:19,0.18,0:06,-85.38276,31.26957,-85.38106,31.26931
Wednesday,23-1-2019,16:41,4.49,0:13,-85.38089,31.26931,-85.43722,31.25023
Wednesday,23-1-2019,18:18,0.79,0:03,-85.43722,31.25023,-85.43527,31.23966
Wednesday,23-1-2019,19:29,1.33,0:03,-85.43527,31.23966,-85.43446,31.25591
Wednesday,23-1-2019,19:37,0.52,0:01,-85.43446,31.25591,-85.43722,31.25024
Thursday,24-1-2019,10:44,4.57,0:09,-85.43717,31.25024,-85.38276,31.26958
Thursday,24-1-2019,15:37,0.18,0:04,-85.38276,31.26958,-85.38088,31.2693
Thursday,24-1-2019,16:59,6.86,0:15,-85.38088,31.2693,-85.43738,31.24992
Friday,25-1-2019,9:45,1.62,0:08,-85.43738,31.24992,-85.4422,31.26802
Friday,25-1-2019,10:40,0.1,0:01,-85.44219,31.268,-85.44215,31.26835
Friday,25-1-2019,10:57,4.92,0:11,-85.44224,31.26832,-85.38284,31.26956
Friday,25-1-2019,15:05,4.59,0:11,-85.38284,31.26956,-85.4372,31.25027
Friday,25-1-2019,15:51,1.1,0:05,-85.4372,31.25027,-85.43169,31.25642
Friday,25-1-2019,16:02,0.01,0:01,-85.43157,31.25655,-85.43152,31.2567
Friday,25-1-2019,17:33,0.06,0:01,-85.43152,31.2567,-85.43164,31.25657
Saturday,26-1-2019,7:49,0.04,0:00,-85.43164,31.25657,-85.43167,31.2562
Saturday,26-1-2019,15:20,0.75,0:03,-85.43179,31.2563,-85.43721,31.25029
Sunday,27-1-2019,8:57,0.99,0:03,-85.43684,31.2491,-85.43678,31.24003
Sunday,27-1-2019,11:13,0.94,0:05,-85.43678,31.24003,-85.43716,31.25024
Sunday,27-1-2019,14:39,2.46,0:09,-85.43716,31.25024,-85.42976,31.22634
Sunday,27-1-2019,16:52,2.43,0:09,-85.42971,31.22612,-85.43714,31.25025
Sunday,27-1-2019,17:36,3.82,0:21,-85.4371,31.25032,-85.43525,31.2397
Sunday,27-1-2019,18:50,0.83,0:03,-85.43514,31.23954,-85.43717,31.25029
Monday,28-1-2019,7:31,8.27,0:18,-85.4371,31.25008,-85.46529,31.31445
Monday,28-1-2019,10:40,6.77,0:09,-85.46529,31.31445,-85.38277,31.26958
Monday,28-1-2019,15:27,0.17,0:06,-85.38277,31.26958,-85.38088,31.26953
Monday,28-1-2019,16:59,4.48,0:11,-85.38088,31.26953,-85.43721,31.25025
Tuesday,29-1-2019,8:56,0.94,0:02,-85.43685,31.24852,-85.43411,31.2372
Tuesday,29-1-2019,10:15,0.93,0:03,-85.43408,31.23746,-85.43743,31.24996
Tuesday,29-1-2019,10:25,4.6,0:11,-85.43743,31.24996,-85.38277,31.26961
Tuesday,29-1-2019,15:36,4.59,0:08,-85.38261,31.26987,-85.43721,31.25024
Wednesday,30-1-2019,9:01,5.83,0:10,-85.43721,31.25037,-85.46889,31.31505
Wednesday,30-1-2019,10:33,6.98,0:12,-85.46885,31.31502,-85.38277,31.26959
Wednesday,30-1-2019,15:21,0.16,0:11,-85.38277,31.26959,-85.38066,31.26969
Wednesday,30-1-2019,16:31,4.48,0:11,-85.38066,31.26969,-85.43716,31.25024
Wednesday,30-1-2019,17:31,0.8,0:08,-85.43715,31.2502,-85.43526,31.23971
Wednesday,30-1-2019,19:28,2.18,0:10,-85.43526,31.23971,-85.42944,31.25088
Wednesday,30-1-2019,22:12,1.9,0:05,-85.42944,31.25088,-85.4372,31.25029
Thursday,31-1-2019,9:17,6.24,0:14,-85.4372,31.25029,-85.36971,31.21085
Thursday,31-1-2019,10:21,5.94,0:12,-85.36964,31.21086,-85.38279,31.26951
Thursday,31-1-2019,15:04,4.59,0:08,-85.38279,31.26951,-85.43721,31.25027
Thursday,31-1-2019,15:59,0.85,0:02,-85.43659,31.24969,-85.43612,31.23988
Thursday,31-1-2019,16:19,0.89,0:03,-85.43612,31.23988,-85.43702,31.25028
Thursday,31-1-2019,16:54,2.05,0:12,-85.43685,31.24976,-85.4372,31.25024
Friday,1-2-2019,10:21,4.75,0:10,-85.4372,31.25024,-85.38275,31.26697
Friday,1-2-2019,10:34,0.17,0:01,-85.38277,31.26744,-85.38275,31.26958
Friday,1-2-2019,15:30,4.6,0:11,-85.38275,31.26958,-85.43721,31.25027
Sunday,3-2-2019,8:58,0.99,0:02,-85.43687,31.24979,-85.43678,31.24011
Sunday,3-2-2019,11:25,4.35,0:14,-85.43678,31.24014,-85.39208,31.25066
Sunday,3-2-2019,12:30,3.56,0:09,-85.39208,31.25066,-85.43718,31.25022
Sunday,3-2-2019,18:07,0.84,0:03,-85.43522,31.23987,-85.43712,31.25036
Monday,4-2-2019,7:34,5.58,0:14,-85.43712,31.25036,-85.46537,31.31445
Monday,4-2-2019,10:29,5.5,0:15,-85.46507,31.3144,-85.43731,31.24989
Monday,4-2-2019,11:24,4.57,0:08,-85.43731,31.24989,-85.38276,31.26965
Monday,4-2-2019,15:15,4.58,0:10,-85.382,31.26994,-85.43718,31.25026
Monday,4-2-2019,17:00,2.05,0:11,-85.43644,31.24964,-85.4363,31.24974
Monday,4-2-2019,17:40,4.55,0:12,-85.43693,31.24999,-85.38858,31.22387
Monday,4-2-2019,19:37,4.65,0:12,-85.38842,31.22376,-85.4372,31.25026
Tuesday,5-2-2019,11:45,4.56,0:09,-85.43718,31.25025,-85.38277,31.26959
Tuesday,5-2-2019,15:33,0.17,0:06,-85.38277,31.26959,-85.38068,31.26953
Tuesday,5-2-2019,17:06,4.48,0:12,-85.38066,31.26941,-85.43721,31.25028
Wednesday,6-2-2019,8:50,4.64,0:09,-85.43721,31.25028,-85.38053,31.26723
Wednesday,6-2-2019,9:02,7.05,0:11,-85.38053,31.26723,-85.46891,31.31488
Wednesday,6-2-2019,9:59,5.7,0:10,-85.4685,31.31461,-85.43732,31.2499
Wednesday,6-2-2019,11:08,0.85,0:02,-85.43661,31.24971,-85.43623,31.23983
Wednesday,6-2-2019,11:12,5.32,0:13,-85.43623,31.23983,-85.38277,31.26958
Wednesday,6-2-2019,15:33,0.16,0:01,-85.38269,31.2699,-85.38071,31.26963
Wednesday,6-2-2019,16:42,0.36,0:03,-85.38068,31.26967,-85.37705,31.27137
Wednesday,6-2-2019,16:50,4.32,0:08,-85.3774,31.27137,-85.43717,31.25024
Wednesday,6-2-2019,17:38,0.8,0:05,-85.43699,31.25037,-85.43534,31.23974
Wednesday,6-2-2019,19:38,0.84,0:06,-85.43489,31.23967,-85.43667,31.25001
Thursday,7-2-2019,11:26,4.56,0:09,-85.43697,31.25015,-85.38276,31.26958
Thursday,7-2-2019,15:22,0.16,0:14,-85.38276,31.26958,-85.38067,31.26974
Thursday,7-2-2019,16:49,4.46,0:09,-85.38012,31.27036,-85.43614,31.24958
Thursday,7-2-2019,17:22,8.7,0:20,-85.4371,31.2503,-85.43935,31.23993
Thursday,7-2-2019,18:28,3.21,0:10,-85.43935,31.24016,-85.4373,31.2499
Thursday,7-2-2019,19:04,4.93,0:12,-85.4373,31.2499,-85.38935,31.21157
Thursday,7-2-2019,21:21,5.21,0:09,-85.38915,31.21168,-85.43678,31.25027
Friday,8-2-2019,10:00,1.4,0:05,-85.43689,31.24998,-85.42723,31.23934
Friday,8-2-2019,11:12,6.39,0:13,-85.42723,31.23934,-85.38278,31.26959
Friday,8-2-2019,15:24,5.36,0:09,-85.38278,31.26959,-85.43722,31.25029
Friday,8-2-2019,18:09,2.2,0:09,-85.43701,31.25059,-85.4372,31.25023
Sunday,10-2-2019,8:53,0.99,0:02,-85.43683,31.24854,-85.43681,31.24001
Sunday,10-2-2019,11:36,0.94,0:03,-85.43691,31.23993,-85.43721,31.25027
Sunday,10-2-2019,15:59,0.99,0:03,-85.43721,31.25027,-85.43677,31.24003
Sunday,10-2-2019,18:28,0.94,0:03,-85.43682,31.23993,-85.43718,31.25023
Monday,11-2-2019,10:53,5.69,0:11,-85.46837,31.3151,-85.43732,31.24988
Monday,11-2-2019,11:27,4.56,0:09,-85.43726,31.25005,-85.38277,31.26962
Monday,11-2-2019,15:25,6.45,0:19,-85.38305,31.26918,-85.4372,31.25025
Tuesday,12-2-2019,8:59,0.94,0:01,-85.43664,31.24958,-85.43413,31.23729
Tuesday,12-2-2019,10:02,0.93,0:02,-85.43413,31.23734,-85.43716,31.25024
Tuesday,12-2-2019,12:41,2.07,0:08,-85.43716,31.25024,-85.45546,31.23668
Tuesday,12-2-2019,13:32,6.53,0:14,-85.45546,31.23668,-85.38283,31.26945
Tuesday,12-2-2019,15:34,0.22,0:01,-85.38193,31.27012,-85.38089,31.26911
Tuesday,12-2-2019,17:06,4.48,0:11,-85.38089,31.26911,-85.4372,31.25024
Wednesday,13-2-2019,9:06,6.58,0:15,-85.4372,31.25024,-85.46875,31.31498
Wednesday,13-2-2019,10:08,7.39,0:14,-85.46875,31.31498,-85.43731,31.24988
Wednesday,13-2-2019,11:18,2.32,0:05,-85.43731,31.24988,-85.41236,31.23962
Wednesday,13-2-2019,11:29,4.63,0:10,-85.41236,31.23962,-85.38277,31.26954
